	cherry1	cherry2	gallium1	gallium2
Mca00950	0	0	6	10
Mca00951	300	413	563	748
Mca00952	122	128	174	226
Mca00953	336	492	647	784
Mca00954	2	2	4	14
Mca00955	6	4	4	19
Mca00956	16	29	40	39
Mca00957	0	4	0	0
Mca00958	2	2	4	6
Mca00959	2	3	0	5
Mca00960	383	467	435	463
Mca00961	26	63	40	36
Mca00962	1	1	2	4
Mca00963	13	12	25	32
Mca00964	6	7	14	11
Mca00965	36	59	91	72
Mca00966	69	126	127	129
Mca00967	28	31	72	84
Mca00968	0	0	0	0
Mca00969	5	2	21	31
Mca00970	71	124	170	209
Mca00971	2	4	5	4
Mca00972	0	4	4	2
Mca00973	2	10	18	17
Mca00974	0	0	0	0
Mca00975	0	0	0	0
Mca00976	216	230	463	573
Mca00977	201	231	390	437
Mca00978	0	0	2	2
Mca00979	0	0	1	2
Mca00980	0	0	9	4
Mca00981	0	0	1	4
Mca00982	0	0	0	2
Mca00983	43	52	117	130
Mca00984	27	68	87	115
Mca00985	0	0	0	0
Mca00986	0	1	4	3
Mca00987	4	0	0	0
Mca00988	4	2	0	0
Mca00989	4	0	0	0
Mca00990	116	232	200	264
Mca00991	14	8	18	13
Mca00992	140	167	230	208
Mca00993	470	672	627	865
Mca00994	0	0	0	2
Mca00995	43924	55357	10597	5299
Mca00996	0	0	0	0
Mca00997	0	0	0	0
Mca00998	23	28	40	40
Mca00999	73	135	193	274
Mca01000	132	179	161	227
Mca01001	147	173	158	207
Mca01002	1907	2543	1297	1500
Mca01003	295	443	464	665
Mca01004	3500	4977	5233	6976
Mca01005	51	106	96	98
Mca01006	677	855	741	920
Mca01007	867	1142	1102	1219
Mca01008	2694	3902	2418	2843
Mca01009	0	0	0	2
Mca01010	0	0	0	0
Mca01011	3825	4994	4707	5147
Mca01012	147	195	259	267
Mca01013	6	20	20	29
Mca01014	39	54	69	93
Mca01015	9	16	46	48
Mca01016	480	755	949	1673
Mca01017	0	0	3	11
Mca01018	54706	84459	91257	98445
Mca01019	813	2026	1908	1940
Mca01020	0	0	0	0
Mca01021	0	0	0	0
Mca01022	0	0	0	0
Mca01023	28	39	63	99
Mca01024	33	97	135	143
Mca01025	88	145	241	451
Mca01026	0	0	0	0
Mca01027	2	4	4	5
Mca01028	16052	22261	15830	14779
Mca01029	162	258	294	392
Mca01030	1446	1851	2176	2476
Mca01031	251	386	311	356
Mca01032	41	66	35	32
Mca01033	81	161	227	321
Mca01034	10	13	13	17
Mca01035	3	5	6	9
Mca01036	717	1022	1101	1444
Mca01037	174	233	347	324
Mca01038	820	1069	1739	1977
Mca01039	47454	56666	50082	68108
Mca01040	1201	1318	1123	1188
Mca01041	438	631	582	744
Mca01042	26	38	85	64
Mca01043	183	373	328	386
Mca01044	321	353	92	129
Mca01045	444	631	694	798
Mca01046	233	290	306	321
Mca01047	223	308	649	902
Mca01048	4	9	2	21
Mca01049	0	0	0	0
Mca01050	0	0	0	0
Mca01051	3	19	12	9
Mca01052	0	0	0	0
Mca01053	1	0	0	0
Mca01054	88	172	271	185
Mca01055	4	9	32	11
Mca01056	0	0	0	0
Mca01057	69	75	81	83
Mca01058	257	370	346	376
Mca01059	72	95	82	71
Mca01060	208	307	193	266
Mca01061	1107	1418	676	571
Mca01062	410	554	449	576
Mca01063	20	36	31	29
Mca01064	1484	2168	1606	1959
Mca01065	478	861	1466	1801
Mca01066	1762	2210	2065	2570
Mca01067	2	3	0	4
Mca01068	18	17	16	24
Mca01069	31	18	28	21
Mca01070	5	4	10	3
Mca01071	836	1052	1066	1354
Mca01072	0	1	0	0
Mca01073	0	0	0	0
Mca01074	0	0	0	0
Mca01075	0	0	4	1
Mca01076	0	1	5	4
Mca01077	9	13	16	15
Mca01078	8	13	12	15
Mca01079	472	612	735	871
Mca01080	0	0	0	1
Mca01081	510	684	691	774
Mca01082	1011	1517	1321	1669
Mca01083	0	0	0	0
Mca01084	0	0	0	0
Mca01085	0	0	0	1
Mca01086	0	0	2	0
Mca01087	0	0	0	0
Mca01088	1	4	0	2
Mca01089	1	0	0	0
Mca01090	0	0	0	0
Mca01091	0	2	2	5
Mca01092	0	7	1	16
Mca01093	24	20	31	46
Mca01094	76	159	130	164
Mca01095	5	18	3	10
Mca01096	0	1	3	0
Mca01097	0	1	3	0
Mca01098	0	1	3	0
Mca01099	0	0	0	0
Mca01100	0	0	0	0
Mca01101	0	0	0	0
Mca01102	0	0	0	0
Mca01103	0	0	0	0
Mca01104	0	0	0	0
Mca01105	0	0	0	0
Mca01106	0	0	0	0
Mca01107	0	0	0	0
Mca01108	0	0	0	2
Mca01109	0	2	0	0
Mca01110	1	4	1	4
Mca01111	98	105	180	204
Mca01112	144	175	303	416
Mca01113	357	483	387	533
Mca01114	101	159	150	140
Mca01115	968	983	1054	1135
Mca01116	2613	3896	3961	4662
Mca01117	2500	3135	3079	3834
Mca01118	11559	14952	7976	8589
Mca01119	9051	10504	7785	7687
Mca01120	4963	5541	4754	4655
Mca01121	0	2	0	2
Mca01122	0	11	1	2
Mca01123	784	1289	1143	1607
Mca01124	33	73	67	79
Mca01125	322	482	322	384
Mca01126	0	0	2	0
Mca01127	1887	2450	2223	2710
Mca01128	1	0	0	3
Mca01129	252	307	242	306
Mca01130	5	5	3	2
Mca01131	0	0	0	3
Mca01132	0	0	6	2
Mca01133	0	0	0	0
Mca01134	0	0	0	0
Mca01135	0	0	2	0
Mca01136	1	0	7	3
Mca01137	0	0	0	0
Mca01138	0	0	0	0
Mca01139	4	5	20	4
Mca01140	3	0	4	3
Mca01141	1055	1453	1726	1995
Mca01142	6	14	19	32
Mca01143	0	0	1	4
Mca01144	131	170	184	226
Mca01145	5	9	6	12
Mca01146	5	9	6	12
Mca01147	0	0	0	0
Mca01148	0	0	0	0
Mca01149	0	0	0	0
Mca01150	0	0	0	0
Mca01151	0	0	0	1
Mca01152	855	1556	1268	1315
Mca01153	0	2	1	0
Mca01154	217	333	459	562
Mca01155	13	16	25	34
Mca01156	314	460	528	534
Mca01157	3087	3953	2734	3569
Mca01158	0	0	6	2
Mca01159	619	1069	1368	1609
Mca01160	6	8	4	14
Mca01161	1908	2470	1843	2184
Mca01162	0	0	0	0
Mca01163	10	8	12	24
Mca01164	5	3	5	8
Mca01165	19	23	21	48
Mca01166	2	2	2	9
Mca01167	0	2	2	7
Mca01168	0	0	2	0
Mca01169	0	0	0	0
Mca01170	0	2	0	10
Mca01171	0	0	0	0
Mca01172	10	20	23	38
Mca01173	0	6	3	12
Mca01174	0	0	0	0
Mca01175	0	0	0	0
Mca01176	0	1	0	0
Mca01177	0	1	0	0
Mca01178	561	903	864	964
Mca01179	27	51	185	244
Mca01180	50	97	163	173
Mca01181	6	12	13	14
Mca01182	3194	4132	1188	997
Mca01183	238	274	195	240
Mca01184	323	501	387	533
Mca01185	301	412	730	1011
Mca01186	635	752	501	565
Mca01187	0	0	3	3
Mca01188	0	0	0	8
Mca01189	8	12	14	16
Mca01190	0	0	0	0
Mca01191	3	2	6	8
Mca01192	0	0	1	0
Mca01193	0	2	7	4
Mca01194	0	0	3	0
Mca01195	22	21	34	33
Mca01196	0	1	0	0
Mca01197	0	0	0	0
Mca01198	5	2	0	2
Mca01199	0	0	0	0
Mca01200	0	0	0	0
Mca01201	3	0	1	7
Mca01202	3989	4939	7436	10437
Mca01203	23	37	70	78
Mca01204	1997	2813	1849	2313
Mca01205	95	134	206	212
Mca01206	37	44	70	92
Mca01207	84	106	176	239
Mca01208	2	6	2	8
Mca01209	0	0	0	0
Mca01210	0	0	1	0
Mca01211	0	0	0	2
Mca01212	0	0	0	0
Mca01213	0	0	0	0
Mca01214	0	0	0	0
Mca01215	0	0	0	0
Mca01216	2	0	0	2
Mca01217	16	26	26	27
Mca01218	45	44	40	39
Mca01219	16	11	10	15
Mca01220	70	86	79	92
Mca01221	2115	3131	1944	1893
Mca01222	1350	1610	1069	931
Mca01223	5837	7687	8949	9998
Mca01224	2	2	0	4
Mca01225	13	28	34	36
Mca01226	18	30	18	36
Mca01227	94	143	127	148
Mca01228	586	1004	841	1045
Mca01229	50	107	86	93
Mca01230	8	13	22	30
Mca01231	962	1556	1536	2052
Mca01232	12	17	16	40
Mca01233	0	0	1	0
Mca01234	9	7	5	21
Mca01235	236	411	446	568
Mca01236	11	32	27	46
Mca01237	27	88	80	116
Mca01238	391	427	463	541
Mca01239	7	24	48	73
Mca01240	20	20	45	54
Mca01241	60	65	105	123
Mca01242	12	17	29	25
Mca01243	4	1	9	11
Mca01244	0	0	0	0
Mca01245	951	1531	1477	1697
Mca01246	0	0	0	0
Mca01247	0	0	6	6
Mca01248	0	0	0	4
Mca01249	0	0	0	6
Mca01250	4	2	4	16
Mca01251	105	125	107	122
Mca01252	256	382	363	421
Mca01253	0	2	0	0
Mca01254	0	2	2	0
Mca01255	0	0	0	0
Mca01256	0	0	0	0
Mca01257	0	2	0	0
Mca01258	26	32	38	32
Mca01259	336	666	707	815
Mca01260	25	47	71	103
Mca01261	70	171	217	302
Mca01262	0	0	0	0
Mca01263	26	57	42	41
Mca01264	6	6	5	4
Mca01265	17	13	33	33
Mca01266	11	5	9	16
Mca01267	391	462	682	870
Mca01268	1	4	1	2
Mca01269	285	857	527	574
Mca01270	1150	1529	1073	1289
Mca01271	42	56	31	45
Mca01272	349	574	403	431
Mca01273	775	1145	1396	1945
Mca01274	3227	3779	3470	4176
Mca01275	1	3	4	4
Mca01276	2201	2969	2853	4228
Mca01277	0	0	0	0
Mca01278	0	0	0	0
Mca01279	2	9	10	7
Mca01280	1	0	0	6
Mca01281	1	2	4	8
Mca01282	1	0	0	7
Mca01283	48	79	98	180
Mca01284	0	0	0	0
Mca01285	72	180	202	274
Mca01286	45	72	113	136
Mca01287	10163	13372	12844	17961
Mca01288	306	464	684	1066
Mca01289	31	43	58	75
Mca01290	9	18	30	32
Mca01291	0	0	0	0
Mca01292	0	0	0	0
Mca01293	0	0	0	0
Mca01294	1	0	0	0
Mca01295	1	0	0	0
Mca01296	84	126	44	41
Mca01297	2683	3595	2273	2502
Mca01298	337	603	590	868
Mca01299	43	71	84	131
Mca01300	13	19	14	16
Mca01301	5276	6890	5078	6117
Mca01302	1320	1744	1067	1159
Mca01303	0	2	1	0
Mca01304	0	0	1	0
Mca01305	10	8	9	9
Mca01306	22	58	41	58
Mca01307	277	344	611	776
Mca01308	1	2	2	2
Mca01309	4	7	11	16
Mca01310	0	0	0	0
Mca01311	168	189	260	276
Mca01312	81	117	146	159
Mca01313	100	131	154	180
Mca01314	55	86	91	106
Mca01315	47	60	61	71
Mca01316	0	6	6	0
Mca01317	0	1	0	0
Mca01318	0	3	0	0
Mca01319	0	0	0	0
Mca01320	0	0	0	0
Mca01321	0	0	0	0
Mca01322	44	58	111	141
Mca01323	84	153	188	275
Mca01324	4	16	32	46
Mca01325	0	0	0	0
Mca01326	0	0	0	0
Mca01327	4	5	10	9
Mca01328	79	163	131	181
Mca01329	2	5	2	0
Mca01330	9	6	2	0
Mca01331	0	2	3	0
Mca01332	116	277	519	654
Mca01333	5	5	16	21
Mca01334	20	46	106	128
Mca01335	98	154	270	443
Mca01336	51	54	67	57
Mca01337	298	483	414	514
Mca01338	1228	1661	1297	1333
Mca01339	25677	31068	44976	64965
Mca01340	0	1	1	0
Mca01341	0	5	1	5
Mca01342	0	2	2	1
Mca01343	0	2	1	1
Mca01344	21	16	0	1
Mca01345	545	716	439	471
Mca01346	23	16	0	1
Mca01347	6505	7935	4546	3815
Mca01348	177	212	128	130
Mca01349	3	2	4	2
Mca01350	0	0	0	0
Mca01351	0	0	0	0
Mca01352	61	77	108	112
Mca01353	2	10	6	12
Mca01354	2	10	6	12
Mca01355	2	10	6	12
Mca01356	22	50	73	70
Mca01357	0	0	0	0
Mca01358	0	0	0	0
Mca01359	469	759	633	750
Mca01360	46	48	128	222
Mca01361	0	7	0	7
Mca01362	1	0	2	2
Mca01363	0	0	0	0
Mca01364	21	17	58	71
Mca01365	0	2	0	1
Mca01366	6	20	40	25
Mca01367	381	557	571	632
Mca01368	400	492	514	540
Mca01369	391	596	930	1321
Mca01370	0	0	1	0
Mca01371	0	2	10	6
Mca01372	0	0	0	0
Mca01373	0	0	0	0
Mca01374	2	0	2	0
Mca01375	0	0	0	0
Mca01376	960	1417	647	659
Mca01377	280	360	326	566
Mca01378	1909	2142	1957	3232
Mca01379	0	0	1	0
Mca01380	0	0	0	0
Mca01381	0	0	0	0
Mca01382	0	0	0	0
Mca01383	0	0	0	0
Mca01384	415	620	64	33
Mca01385	0	4	5	1
Mca01386	0	1	2	1
Mca01387	0	0	4	1
Mca01388	0	0	4	1
Mca01389	54	144	134	79
Mca01390	8	18	10	14
Mca01391	826	1379	1351	1280
Mca01392	144	180	116	119
Mca01393	17	26	35	45
Mca01394	0	10	16	16
Mca01395	645	731	1116	1368
Mca01396	10	14	48	36
Mca01397	58	85	34	22
Mca01398	11821	14538	8146	8927
Mca01399	9	5	19	18
Mca01400	0	4	6	2
Mca01401	0	3	4	2
Mca01402	419	664	911	995
Mca01403	6	10	0	7
Mca01404	435	708	645	869
Mca01405	978	1357	1110	1537
Mca01406	1702	2325	2353	2739
Mca01407	6220	7602	6580	7545
Mca01408	670	973	902	1028
Mca01409	756	1130	1597	1993
Mca01410	1125	1473	754	823
Mca01411	535	888	879	1136
Mca01412	18	11	13	4
Mca01413	10	5	0	2
Mca01414	10	5	3	4
Mca01415	10	5	0	0
Mca01416	11	12	6	3
Mca01417	1318	2211	2752	3573
Mca01418	1046	1560	1278	1433
Mca01419	8	30	18	10
Mca01420	1105	1397	958	1287
Mca01421	1204	1866	2635	3300
Mca01422	1534	2159	1882	2512
Mca01423	78	118	49	63
Mca01424	645	854	872	1112
Mca01425	390	527	461	566
Mca01426	3448	4643	3155	3653
Mca01427	9993	13204	6324	6680
Mca01428	1441	1911	1480	1752
Mca01429	2149	2847	2889	3315
Mca01430	1618	2065	1812	2342
Mca01431	29	50	32	34
Mca01432	4	10	8	1
Mca01433	0	0	0	1
Mca01434	80	127	138	174
Mca01435	431	533	395	514
Mca01436	0	0	0	0
Mca01437	0	0	1	0
Mca01438	2	4	8	5
Mca01439	0	0	2	0
Mca01440	0	4	8	6
Mca01441	0	0	1	4
Mca01442	0	4	9	14
Mca01443	69	142	198	202
Mca01444	19	34	31	47
Mca01445	14	27	18	27
Mca01446	3	4	4	5
Mca01447	1739	2568	1891	2206
Mca01448	0	0	0	0
Mca01449	0	0	0	0
Mca01450	4393	6657	3876	3663
Mca01451	118	220	200	299
Mca01452	1841	2287	1941	2340
Mca01453	90	174	201	240
Mca01454	22	19	23	37
Mca01455	364	611	1020	1401
Mca01456	723	1190	1230	1451
Mca01457	2282	2757	2137	2446
Mca01458	0	0	0	2
Mca01459	0	0	2	0
Mca01460	0	0	2	2
Mca01461	68	129	148	125
Mca01462	2	27	24	40
Mca01463	2	7	4	6
Mca01464	0	1	0	0
Mca01465	0	0	0	0
Mca01466	0	0	0	0
Mca01467	22	16	53	74
Mca01468	0	0	0	0
Mca01469	0	0	0	2
Mca01470	0	4	3	3
Mca01471	920	1462	1457	1750
Mca01472	67	139	222	329
Mca01473	1839	2722	2891	3642
Mca01474	4	16	17	17
Mca01475	361	506	343	302
Mca01476	610	862	1289	1463
Mca01477	900	1142	1576	2201
Mca01478	55	97	60	105
Mca01479	2216	2989	2439	3079
Mca01480	493	868	924	1131
Mca01481	2	1	4	1
Mca01482	0	4	0	0
Mca01483	247	423	368	479
Mca01484	8	18	8	8
Mca01485	0	1	0	0
Mca01486	0	0	0	0
Mca01487	224	420	436	554
Mca01488	9276	11474	8577	8750
Mca01489	709	1253	1854	2503
Mca01490	861	1124	1002	1322
Mca01491	1	1	0	0
Mca01492	2	2	4	4
Mca01493	680	1137	1253	1625
Mca01494	780	1152	973	1074
Mca01495	17	24	9	19
Mca01496	17	24	9	17
Mca01497	124	221	142	187
Mca01498	386	552	621	753
Mca01499	0	0	2	2
Mca01500	226	221	377	436
Mca01501	33	50	79	69
Mca01502	0	0	0	0
Mca01503	0	2	6	6
Mca01504	2	0	0	0
Mca01505	26	30	51	66
Mca01506	11	14	38	38
Mca01507	12	13	27	64
Mca01508	50	56	98	172
Mca01509	109	191	364	429
Mca01510	0	0	0	0
Mca01511	0	0	0	2
Mca01512	0	0	4	2
Mca01513	44	39	31	49
Mca01514	4690	5945	6159	6350
Mca01515	408	489	480	548
Mca01516	24	19	14	20
Mca01517	7750	10192	6939	7703
Mca01518	2632	3243	2030	2299
Mca01519	6	5	7	16
Mca01520	0	2	4	4
Mca01521	62	52	246	395
Mca01522	0	0	0	0
Mca01523	3	2	6	6
Mca01524	8	9	25	30
Mca01525	16	19	47	58
Mca01526	9	7	21	30
Mca01527	122	180	314	355
Mca01528	74	76	155	169
Mca01529	0	0	0	0
Mca01530	0	0	0	0
Mca01531	0	0	0	0
Mca01532	0	0	0	2
Mca01533	0	0	0	0
Mca01534	0	0	0	0
Mca01535	0	0	0	0
Mca01536	0	0	0	4
Mca01537	0	0	0	0
Mca01538	0	0	0	0
Mca01539	0	0	0	0
Mca01540	54	109	110	104
Mca01541	139	154	246	329
Mca01542	330	437	692	969
Mca01543	182	211	218	255
Mca01544	0	0	0	0
Mca01545	0	0	1	0
Mca01546	0	1	0	0
Mca01547	0	0	2	6
Mca01548	0	0	1	1
Mca01549	1271	1397	1404	1842
Mca01550	198	277	340	523
Mca01551	7	7	7	14
Mca01552	2072	2876	3734	4325
Mca01553	923	1369	1360	1787
Mca01554	18	73	82	86
Mca01555	9	21	18	16
Mca01556	5	4	5	2
Mca01557	202	354	270	265
Mca01558	17	42	57	58
Mca01559	405	725	582	625
Mca01560	0	3	2	0
Mca01561	153	165	335	361
Mca01562	1570	1931	1347	1534
Mca01563	29007	34539	21144	28969
Mca01564	84	99	145	204
Mca01565	0	0	0	0
Mca01566	0	0	0	0
Mca01567	0	0	0	0
Mca01568	0	0	0	0
Mca01569	0	0	0	4
Mca01570	33	31	18	30
Mca01571	391	707	534	664
Mca01572	1652	2417	1567	1895
Mca01573	647	959	1030	999
Mca01574	1278	1770	1455	1685
Mca01575	0	0	2	3
Mca01576	174	226	311	404
Mca01577	158	259	152	104
Mca01578	90	175	53	48
Mca01579	110	88	56	41
Mca01580	10	7	14	14
Mca01581	0	0	0	0
Mca01582	15	23	40	24
Mca01583	0	0	0	0
Mca01584	521	905	749	883
Mca01585	6775	9005	7165	8356
Mca01586	275	431	420	557
Mca01587	998	1587	1699	2189
Mca01588	2	12	11	11
Mca01589	6	33	25	24
Mca01590	4957	6798	3215	3501
Mca01591	3185	4608	5260	6363
Mca01592	750	1121	770	752
Mca01593	0	2	2	2
Mca01594	176	283	291	406
Mca01595	148	239	249	434
Mca01596	2	6	12	18
Mca01597	2900	4133	4026	4573
Mca01598	22	30	17	43
Mca01599	6	10	4	3
Mca01600	2167	2692	2434	2849
Mca01601	12	17	15	22
Mca01602	12	17	15	26
Mca01603	14	29	21	48
Mca01604	1	0	6	2
Mca01605	0	0	0	0
Mca01606	6	6	12	11
Mca01607	109	209	188	319
Mca01608	957	1462	1808	2676
Mca01609	0	0	0	0
Mca01610	0	0	0	0
Mca01611	2	2	0	0
Mca01612	383	453	932	853
Mca01613	0	0	3	4
Mca01614	240	464	580	860
Mca01615	4	4	18	16
Mca01616	3649	4951	4502	3753
Mca01617	3	8	8	12
Mca01618	277	415	428	344
Mca01619	569	851	704	832
Mca01620	630	939	1511	1912
Mca01621	7	11	11	13
Mca01622	37	38	23	8
Mca01623	20315	26409	20068	28017
Mca01624	0	1	0	5
Mca01625	0	0	2	0
Mca01626	0	0	0	0
Mca01627	2	9	15	7
Mca01628	4	13	12	8
Mca01629	27	44	63	71
Mca01630	369	675	827	986
Mca01631	2	8	7	4
Mca01632	2	8	7	4
Mca01633	0	0	0	0
Mca01634	0	0	0	0
Mca01635	1	1	1	8
Mca01636	35	49	92	103
Mca01637	56	66	115	148
Mca01638	1200	1410	1943	2393
Mca01639	321	486	527	532
Mca01640	0	0	0	2
Mca01641	0	0	0	0
Mca01642	4	0	0	0
Mca01643	0	0	0	0
Mca01644	0	2	2	0
Mca01645	0	0	0	0
Mca01646	0	2	0	4
Mca01647	0	1	0	0
Mca01648	35	48	54	45
Mca01649	13	17	28	17
Mca01650	41	55	66	57
Mca01651	0	0	0	0
Mca01652	890	1677	1659	1945
Mca01653	1264	1692	1445	1623
Mca01654	60	106	56	65
Mca01655	64	114	72	86
Mca01656	1710	2565	1447	1590
Mca01657	1520	1800	1640	2027
Mca01658	2	2	3	7
Mca01659	5482	7980	6320	5984
Mca01660	50	78	91	111
Mca01661	212	338	516	599
Mca01662	91	111	213	272
Mca01663	18	36	58	87
Mca01664	0	0	0	0
Mca01665	0	0	0	0
Mca01666	0	0	0	0
Mca01667	8	6	4	1
Mca01668	393	667	296	344
Mca01669	547	683	1006	966
Mca01670	65	118	227	313
Mca01671	50	112	143	193
Mca01672	10	7	4	7
Mca01673	0	0	0	0
Mca01674	0	0	0	0
Mca01675	324	327	243	374
Mca01676	0	0	0	0
Mca01677	79	123	109	154
Mca01678	22	32	32	50
Mca01679	428	658	851	1090
Mca01680	196	226	124	190
Mca01681	3	4	1	0
Mca01682	122	199	161	257
Mca01683	1236	1649	1856	2217
Mca01684	35640	46607	31273	40019
Mca01685	0	0	0	2
Mca01686	6	0	2	10
Mca01687	395	477	590	665
Mca01688	210	294	339	411
Mca01689	862	1157	1393	1810
Mca01690	828	1056	625	731
Mca01691	19	33	25	26
Mca01692	49	73	160	160
Mca01693	0	2	2	0
Mca01694	7175	10978	10414	11781
Mca01695	2	1	1	3
Mca01696	7	6	5	9
Mca01697	2	0	0	2
Mca01698	141	221	279	304
Mca01699	0	0	0	4
Mca01700	0	4	4	6
Mca01701	0	0	1	0
Mca01702	12620	16273	7004	8160
Mca01703	2	6	5	9
Mca01704	1	0	0	3
Mca01705	1	0	0	3
Mca01706	0	0	0	0
Mca01707	0	0	0	0
Mca01708	0	0	0	0
Mca01709	0	0	0	0
Mca01710	0	0	0	0
Mca01711	0	0	0	0
Mca01712	0	0	0	0
Mca01713	0	0	0	0
Mca01714	8	14	17	24
Mca01715	5	9	5	9
Mca01716	6	7	18	12
Mca01717	3	3	19	23
Mca01718	13	13	23	24
Mca01719	2011	2529	3680	5326
Mca01720	753	1209	983	1002
Mca01721	587	966	1101	1567
Mca01722	0	0	1	2
Mca01723	6	10	8	9
Mca01724	2	0	5	4
Mca01725	744	1038	1279	1359
Mca01726	1205	1682	2053	2253
Mca01727	616	855	429	870
Mca01728	5734	7918	7125	7910
Mca01729	808	918	733	1129
Mca01730	398	817	319	347
Mca01731	13919	19482	9861	10492
Mca01732	111	179	133	190
Mca01733	24	43	39	44
Mca01734	274	483	479	610
Mca01735	0	0	0	0
Mca01736	0	0	0	0
Mca01737	0	0	0	0
Mca01738	0	0	0	0
Mca01739	0	0	0	0
Mca01740	2	2	0	0
Mca01741	8	32	27	28
Mca01742	215	434	414	575
Mca01743	0	2	7	9
Mca01744	0	0	0	0
Mca01745	6	9	24	27
Mca01746	3	4	11	9
Mca01747	3	7	9	8
Mca01748	4	13	14	12
Mca01749	0	0	0	0
Mca01750	0	0	1	0
Mca01751	214	326	472	598
Mca01752	4	17	13	24
Mca01753	0	0	0	0
Mca01754	408	398	155	106
Mca01755	0	0	0	1
Mca01756	7610	10762	3841	5089
Mca01757	527	900	963	1446
Mca01758	730	1010	1151	1704
Mca01759	1381	2113	2371	2802
Mca01760	1013	1352	1348	1689
Mca01761	4185	5730	3484	3960
Mca01762	0	0	0	0
Mca01763	7537	9104	6749	7398
Mca01764	909	1333	1450	1912
Mca01765	128	171	32	32
Mca01766	506	731	74	40
Mca01767	0	0	0	0
Mca01768	0	0	0	0
Mca01769	0	0	0	0
Mca01770	0	0	0	0
Mca01771	0	0	0	0
Mca01772	2	6	6	8
Mca01773	0	0	0	0
Mca01774	0	0	0	0
Mca01775	0	0	2	0
Mca01776	1746	2594	2058	2333
Mca01777	339	523	438	477
Mca01778	166	244	360	422
Mca01779	2	7	5	6
Mca01780	76	121	132	178
Mca01781	347	570	671	816
Mca01782	31	38	101	124
Mca01783	1344	1688	1141	1374
Mca01784	4	0	0	0
Mca01785	0	0	0	0
Mca01786	0	0	0	0
Mca01787	0	0	0	0
Mca01788	296	423	489	670
Mca01789	2	9	6	6
Mca01790	0	0	0	0
Mca01791	0	0	1	0
Mca01792	0	2	0	0
Mca01793	371	433	199	256
Mca01794	204	334	197	195
Mca01795	23870	38112	15184	13916
Mca01796	1548	1983	2189	2455
Mca01797	516	699	691	636
Mca01798	46	102	191	232
Mca01799	5	6	19	16
Mca01800	5	6	15	15
Mca01801	44	89	119	167
Mca01802	10	14	33	33
Mca01803	30	68	137	143
Mca01804	2823	3828	2041	2521
Mca01805	1255	1813	2162	2734
Mca01806	1	3	2	2
Mca01807	90	145	136	111
Mca01808	256	291	318	349
Mca01809	0	0	0	0
Mca01810	1	7	5	4
Mca01811	234	329	434	533
Mca01812	468	794	854	931
Mca01813	3	3	3	1
Mca01814	2	4	1	3
Mca01815	58889	85902	35384	43771
Mca01816	34	42	25	81
Mca01817	907	1221	825	864
Mca01818	303	478	553	693
Mca01819	1	0	0	2
Mca01820	836	1022	1216	1340
Mca01821	195	289	229	226
Mca01822	753	1091	1263	1396
Mca01823	925	1307	1120	1423
Mca01824	520	796	683	883
Mca01825	8012	10175	9783	12339
Mca01826	748	1262	1342	1726
Mca01827	500	902	799	998
Mca01828	0	2	0	1
Mca01829	0	0	0	0
Mca01830	0	0	2	0
Mca01831	56	60	58	54
Mca01832	0	0	0	0
Mca01833	0	0	0	0
Mca01834	0	0	0	0
Mca01835	0	0	0	0
Mca01836	0	0	0	0
Mca01837	0	0	0	1
Mca01838	3097	3512	21569	30421
Mca01839	3	2	0	0
Mca01840	7	3	6	0
Mca01841	5	5	6	6
Mca01842	13	23	20	17
Mca01843	0	0	0	0
Mca01844	0	0	0	0
Mca01845	0	0	2	0
Mca01846	0	0	2	11
Mca01847	2	5	7	6
Mca01848	0	0	0	0
Mca01849	13	18	23	23
Mca01850	4	5	7	7
Mca01851	0	4	7	3
Mca01852	0	2	2	0
Mca01853	2	6	2	12
Mca01854	0	0	0	0
Mca01855	0	0	0	0
Mca01856	0	2	2	4
Mca01857	0	0	1	0
Mca01858	0	0	0	0
Mca01859	0	0	0	0
Mca01860	0	0	0	0
Mca01861	0	0	0	0
Mca01862	0	0	0	0
Mca01863	0	0	0	0
Mca01864	0	0	2	0
Mca01865	4261	6055	4108	4165
Mca01866	810	1503	951	939
Mca01867	886	1179	836	999
Mca01868	381	453	535	523
Mca01869	932	1355	1550	1795
Mca01870	0	2	2	2
Mca01871	0	0	0	2
Mca01872	41	88	188	227
Mca01873	229	225	328	468
Mca01874	3	1	0	0
Mca01875	2	2	0	0
Mca01876	25	94	46	48
Mca01877	11	45	25	34
Mca01878	574	1275	1242	1324
Mca01879	2	0	4	2
Mca01880	2	6	9	0
Mca01881	1575	1996	615	489
Mca01882	23	25	25	32
Mca01883	15	30	46	41
Mca01884	479	733	308	254
Mca01885	37	72	49	48
Mca01886	0	2	0	2
Mca01887	0	0	0	1
Mca01888	271	343	458	562
Mca01889	0	0	0	0
Mca01890	0	0	2	0
Mca01891	0	14	0	4
Mca01892	1654	2298	1153	1138
Mca01893	2461	3261	1995	1586
Mca01894	1353	2000	2045	1984
Mca01895	0	10	9	11
Mca01896	0	4	4	2
Mca01897	4	5	6	14
Mca01898	16	8	10	12
Mca01899	2	3	3	4
Mca01900	37	33	75	92
Mca01901	0	0	0	0
Mca01902	58	88	163	186
Mca01903	5	8	12	9
Mca01904	36	29	80	77
Mca01905	19	14	37	38
Mca01906	47	59	108	144
